episode_index,split,family,subset,map_name,seed,num_agents,status,makespan,soc,rectangular_actions,goal_waits_removed,num_samples,planner,path,error
314,random_train,random,train,training-random-seed-00650,4,32,failed,0,0,0,0,0,mapf_lns2,,"MAPF-LNS2 failed (0): InitLNS(PP): runtime = 9.99962, iterations = 82328, colliding pairs = 1, initial colliding pairs = 4, solution cost = 311, initial solution cost = 323, failed iterations = 31560
Failed to find an initial solution in 10.0015 seconds after  0 restarts"
315,random_train,random,train,training-random-seed-00650,5,16,generated,34,199,544,345,199,mapf_lns2,episode_0000315_training-random-seed-00650_s5_n16.npz,
316,random_train,random,train,training-random-seed-00650,5,24,generated,33,256,792,536,256,mapf_lns2,episode_0000316_training-random-seed-00650_s5_n24.npz,
317,random_train,random,train,training-random-seed-00650,5,32,generated,37,350,1184,834,350,mapf_lns2,episode_0000317_training-random-seed-00650_s5_n32.npz,
318,random_train,random,train,training-random-seed-00650,6,16,generated,25,104,400,296,104,mapf_lns2,episode_0000318_training-random-seed-00650_s6_n16.npz,
319,random_train,random,train,training-random-seed-00650,6,24,generated,25,174,600,426,174,mapf_lns2,episode_0000319_training-random-seed-00650_s6_n24.npz,
320,random_train,random,train,training-random-seed-00650,6,32,generated,27,249,864,615,249,mapf_lns2,episode_0000320_training-random-seed-00650_s6_n32.npz,
321,random_train,random,train,training-random-seed-00650,7,16,generated,15,101,240,139,101,mapf_lns2,episode_0000321_training-random-seed-00650_s7_n16.npz,
322,random_train,random,train,training-random-seed-00650,7,24,generated,16,144,384,240,144,mapf_lns2,episode_0000322_training-random-seed-00650_s7_n24.npz,
323,random_train,random,train,training-random-seed-00650,7,32,generated,32,283,1024,741,283,mapf_lns2,episode_0000323_training-random-seed-00650_s7_n32.npz,
324,random_train,random,train,training-random-seed-00650,8,16,generated,27,165,432,267,165,mapf_lns2,episode_0000324_training-random-seed-00650_s8_n16.npz,
325,random_train,random,train,training-random-seed-00650,8,24,generated,32,262,768,506,262,mapf_lns2,episode_0000325_training-random-seed-00650_s8_n24.npz,
326,random_train,random,train,training-random-seed-00650,8,32,generated,38,382,1216,834,382,mapf_lns2,episode_0000326_training-random-seed-00650_s8_n32.npz,
327,random_train,random,train,training-random-seed-00650,9,16,generated,31,104,496,392,104,mapf_lns2,episode_0000327_training-random-seed-00650_s9_n16.npz,
328,random_train,random,train,training-random-seed-00650,9,24,generated,30,232,720,488,232,mapf_lns2,episode_0000328_training-random-seed-00650_s9_n24.npz,
329,random_train,random,train,training-random-seed-00650,9,32,generated,38,334,1216,882,334,mapf_lns2,episode_0000329_training-random-seed-00650_s9_n32.npz,
330,random_train,random,train,training-random-seed-00651,0,16,generated,17,106,272,166,106,mapf_lns2,episode_0000330_training-random-seed-00651_s0_n16.npz,
331,random_train,random,train,training-random-seed-00651,0,24,generated,17,152,408,256,152,mapf_lns2,episode_0000331_training-random-seed-00651_s0_n24.npz,
332,random_train,random,train,training-random-seed-00651,0,32,generated,17,205,544,339,205,mapf_lns2,episode_0000332_training-random-seed-00651_s0_n32.npz,
333,random_train,random,train,training-random-seed-00651,1,16,generated,8,54,128,74,54,mapf_lns2,episode_0000333_training-random-seed-00651_s1_n16.npz,
334,random_train,random,train,training-random-seed-00651,1,24,generated,14,133,336,203,133,mapf_lns2,episode_0000334_training-random-seed-00651_s1_n24.npz,
335,random_train,random,train,training-random-seed-00651,1,32,generated,15,190,480,290,190,mapf_lns2,episode_0000335_training-random-seed-00651_s1_n32.npz,
336,random_train,random,train,training-random-seed-00651,2,16,generated,11,83,176,93,83,mapf_lns2,episode_0000336_training-random-seed-00651_s2_n16.npz,
337,random_train,random,train,training-random-seed-00651,2,24,generated,13,149,312,163,149,mapf_lns2,episode_0000337_training-random-seed-00651_s2_n24.npz,
338,random_train,random,train,training-random-seed-00651,2,32,failed,0,0,0,0,0,mapf_lns2,,"MAPF-LNS2 failed (0): InitLNS(PP): runtime = 9.99961, iterations = 153586, colliding pairs = 1, initial colliding pairs = 2, solution cost = 234, initial solution cost = 217, failed iterations = 6940
Failed to find an initial solution in 10.0018 seconds after  0 restarts"
339,random_train,random,train,training-random-seed-00651,3,16,generated,13,104,208,104,104,mapf_lns2,episode_0000339_training-random-seed-00651_s3_n16.npz,
340,random_train,random,train,training-random-seed-00651,3,24,generated,13,136,312,176,136,mapf_lns2,episode_0000340_training-random-seed-00651_s3_n24.npz,
341,random_train,random,train,training-random-seed-00651,3,32,failed,0,0,0,0,0,mapf_lns2,,"MAPF-LNS2 failed (0): InitLNS(PP): runtime = 9.99985, iterations = 154392, colliding pairs = 1, initial colliding pairs = 4, solution cost = 181, initial solution cost = 176, failed iterations = 7792
Failed to find an initial solution in 10.0018 seconds after  0 restarts"
342,random_train,random,train,training-random-seed-00651,4,16,generated,12,75,192,117,75,mapf_lns2,episode_0000342_training-random-seed-00651_s4_n16.npz,
343,random_train,random,train,training-random-seed-00651,4,24,generated,12,111,288,177,111,mapf_lns2,episode_0000343_training-random-seed-00651_s4_n24.npz,
344,random_train,random,train,training-random-seed-00651,4,32,generated,12,132,384,252,132,mapf_lns2,episode_0000344_training-random-seed-00651_s4_n32.npz,
345,random_train,random,train,training-random-seed-00651,5,16,generated,12,82,192,110,82,mapf_lns2,episode_0000345_training-random-seed-00651_s5_n16.npz,
346,random_train,random,train,training-random-seed-00651,5,24,generated,14,139,336,197,139,mapf_lns2,episode_0000346_training-random-seed-00651_s5_n24.npz,
347,random_train,random,train,training-random-seed-00651,5,32,generated,16,188,512,324,188,mapf_lns2,episode_0000347_training-random-seed-00651_s5_n32.npz,
348,random_train,random,train,training-random-seed-00651,6,16,generated,12,67,192,125,67,mapf_lns2,episode_0000348_training-random-seed-00651_s6_n16.npz,
349,random_train,random,train,training-random-seed-00651,6,24,failed,0,0,0,0,0,mapf_lns2,,"MAPF-LNS2 failed (0): InitLNS(PP): runtime = 9.99985, iterations = 192675, colliding pairs = 1, initial colliding pairs = 2, solution cost = 114, initial solution cost = 113, failed iterations = 2131
Failed to find an initial solution in 10.0021 seconds after  0 restarts"
350,random_train,random,train,training-random-seed-00651,6,32,failed,0,0,0,0,0,mapf_lns2,,"MAPF-LNS2 failed (0): InitLNS(PP): runtime = 9.99979, iterations = 155680, colliding pairs = 1, initial colliding pairs = 7, solution cost = 180, initial solution cost = 175, failed iterations = 6388
Failed to find an initial solution in 10.0021 seconds after  0 restarts"
351,random_train,random,train,training-random-seed-00651,7,16,generated,12,77,192,115,77,mapf_lns2,episode_0000351_training-random-seed-00651_s7_n16.npz,
352,random_train,random,train,training-random-seed-00651,7,24,generated,13,126,312,186,126,mapf_lns2,episode_0000352_training-random-seed-00651_s7_n24.npz,
353,random_train,random,train,training-random-seed-00651,7,32,generated,13,183,416,233,183,mapf_lns2,episode_0000353_training-random-seed-00651_s7_n32.npz,
354,random_train,random,train,training-random-seed-00651,8,16,generated,11,72,176,104,72,mapf_lns2,episode_0000354_training-random-seed-00651_s8_n16.npz,
355,random_train,random,train,training-random-seed-00651,8,24,failed,0,0,0,0,0,mapf_lns2,,"MAPF-LNS2 failed (0): InitLNS(PP): runtime = 9.99986, iterations = 115380, colliding pairs = 1, initial colliding pairs = 4, solution cost = 124, initial solution cost = 112, failed iterations = 67045
Failed to find an initial solution in 10.0012 seconds after  0 restarts"
356,random_train,random,train,training-random-seed-00651,8,32,failed,0,0,0,0,0,mapf_lns2,,"MAPF-LNS2 failed (0): InitLNS(PP): runtime = 9.99992, iterations = 100039, colliding pairs = 1, initial colliding pairs = 12, solution cost = 202, initial solution cost = 158, failed iterations = 62132
Failed to find an initial solution in 10.0015 seconds after  0 restarts"
357,random_train,random,train,training-random-seed-00651,9,16,generated,16,89,256,167,89,mapf_lns2,episode_0000357_training-random-seed-00651_s9_n16.npz,
358,random_train,random,train,training-random-seed-00651,9,24,generated,16,152,384,232,152,mapf_lns2,episode_0000358_training-random-seed-00651_s9_n24.npz,
359,random_train,random,train,training-random-seed-00651,9,32,failed,0,0,0,0,0,mapf_lns2,,"MAPF-LNS2 failed (0): InitLNS(PP): runtime = 9.99985, iterations = 138741, colliding pairs = 1, initial colliding pairs = 5, solution cost = 233, initial solution cost = 222, failed iterations = 4590
Failed to find an initial solution in 10.0017 seconds after  0 restarts"
360,random_train,random,train,training-random-seed-00652,0,16,generated,32,284,512,228,284,mapf_lns2,episode_0000360_training-random-seed-00652_s0_n16.npz,
361,random_train,random,train,training-random-seed-00652,0,24,generated,32,426,768,342,426,mapf_lns2,episode_0000361_training-random-seed-00652_s0_n24.npz,
362,random_train,random,train,training-random-seed-00652,0,32,generated,34,602,1088,486,602,mapf_lns2,episode_0000362_training-random-seed-00652_s0_n32.npz,
363,random_train,random,train,training-random-seed-00652,1,16,generated,35,217,560,343,217,mapf_lns2,episode_0000363_training-random-seed-00652_s1_n16.npz,
364,random_train,random,train,training-random-seed-00652,1,24,generated,32,369,768,399,369,mapf_lns2,episode_0000364_training-random-seed-00652_s1_n24.npz,
365,random_train,random,train,training-random-seed-00652,1,32,generated,43,542,1376,834,542,mapf_lns2,episode_0000365_training-random-seed-00652_s1_n32.npz,
366,random_train,random,train,training-random-seed-00652,2,16,generated,29,281,464,183,281,mapf_lns2,episode_0000366_training-random-seed-00652_s2_n16.npz,
367,random_train,random,train,training-random-seed-00652,2,24,generated,30,407,720,313,407,mapf_lns2,episode_0000367_training-random-seed-00652_s2_n24.npz,
368,random_train,random,train,training-random-seed-00652,2,32,generated,31,532,992,460,532,mapf_lns2,episode_0000368_training-random-seed-00652_s2_n32.npz,
369,random_train,random,train,training-random-seed-00652,3,16,generated,29,242,464,222,242,mapf_lns2,episode_0000369_training-random-seed-00652_s3_n16.npz,
370,random_train,random,train,training-random-seed-00652,3,24,generated,35,382,840,458,382,mapf_lns2,episode_0000370_training-random-seed-00652_s3_n24.npz,
371,random_train,random,train,training-random-seed-00652,3,32,generated,37,493,1184,691,493,mapf_lns2,episode_0000371_training-random-seed-00652_s3_n32.npz,
372,random_train,random,train,training-random-seed-00652,4,16,generated,33,245,528,283,245,mapf_lns2,episode_0000372_training-random-seed-00652_s4_n16.npz,
373,random_train,random,train,training-random-seed-00652,4,24,generated,37,340,888,548,340,mapf_lns2,episode_0000373_training-random-seed-00652_s4_n24.npz,
374,random_train,random,train,training-random-seed-00652,4,32,generated,45,440,1440,1000,440,mapf_lns2,episode_0000374_training-random-seed-00652_s4_n32.npz,
375,random_train,random,train,training-random-seed-00652,5,16,generated,32,242,512,270,242,mapf_lns2,episode_0000375_training-random-seed-00652_s5_n16.npz,
376,random_train,random,train,training-random-seed-00652,5,24,generated,33,405,792,387,405,mapf_lns2,episode_0000376_training-random-seed-00652_s5_n24.npz,
377,random_train,random,train,training-random-seed-00652,5,32,generated,36,562,1152,590,562,mapf_lns2,episode_0000377_training-random-seed-00652_s5_n32.npz,
378,random_train,random,train,training-random-seed-00652,6,16,generated,29,244,464,220,244,mapf_lns2,episode_0000378_training-random-seed-00652_s6_n16.npz,
379,random_train,random,train,training-random-seed-00652,6,24,generated,34,364,816,452,364,mapf_lns2,episode_0000379_training-random-seed-00652_s6_n24.npz,
380,random_train,random,train,training-random-seed-00652,6,32,generated,36,520,1152,632,520,mapf_lns2,episode_0000380_training-random-seed-00652_s6_n32.npz,
381,random_train,random,train,training-random-seed-00652,7,16,generated,29,250,464,214,250,mapf_lns2,episode_0000381_training-random-seed-00652_s7_n16.npz,
382,random_train,random,train,training-random-seed-00652,7,24,generated,29,385,696,311,385,mapf_lns2,episode_0000382_training-random-seed-00652_s7_n24.npz,
383,random_train,random,train,training-random-seed-00652,7,32,generated,32,518,1024,506,518,mapf_lns2,episode_0000383_training-random-seed-00652_s7_n32.npz,
384,random_train,random,train,training-random-seed-00652,8,16,generated,35,251,560,309,251,mapf_lns2,episode_0000384_training-random-seed-00652_s8_n16.npz,
385,random_train,random,train,training-random-seed-00652,8,24,generated,35,360,840,480,360,mapf_lns2,episode_0000385_training-random-seed-00652_s8_n24.npz,
386,random_train,random,train,training-random-seed-00652,8,32,generated,35,520,1120,600,520,mapf_lns2,episode_0000386_training-random-seed-00652_s8_n32.npz,
387,random_train,random,train,training-random-seed-00652,9,16,generated,35,276,560,284,276,mapf_lns2,episode_0000387_training-random-seed-00652_s9_n16.npz,
388,random_train,random,train,training-random-seed-00652,9,24,generated,35,392,840,448,392,mapf_lns2,episode_0000388_training-random-seed-00652_s9_n24.npz,
389,random_train,random,train,training-random-seed-00652,9,32,generated,35,538,1120,582,538,mapf_lns2,episode_0000389_training-random-seed-00652_s9_n32.npz,
390,random_train,random,train,training-random-seed-00653,0,16,generated,16,104,256,152,104,mapf_lns2,episode_0000390_training-random-seed-00653_s0_n16.npz,
391,random_train,random,train,training-random-seed-00653,0,24,generated,18,181,432,251,181,mapf_lns2,episode_0000391_training-random-seed-00653_s0_n24.npz,
392,random_train,random,train,training-random-seed-00653,0,32,generated,23,305,736,431,305,mapf_lns2,episode_0000392_training-random-seed-00653_s0_n32.npz,
393,random_train,random,train,training-random-seed-00653,1,16,generated,22,157,352,195,157,mapf_lns2,episode_0000393_training-random-seed-00653_s1_n16.npz,
394,random_train,random,train,training-random-seed-00653,1,24,failed,0,0,0,0,0,mapf_lns2,,"MAPF-LNS2 failed (0): InitLNS(PP): runtime = 9.99958, iterations = 76640, colliding pairs = 1, initial colliding pairs = 7, solution cost = 264, initial solution cost = 230, failed iterations = 7778
Failed to find an initial solution in 10.0013 seconds after  0 restarts"
395,random_train,random,train,training-random-seed-00653,1,32,generated,25,332,800,468,332,mapf_lns2,episode_0000395_training-random-seed-00653_s1_n32.npz,
396,random_train,random,train,training-random-seed-00653,2,16,generated,20,126,320,194,126,mapf_lns2,episode_0000396_training-random-seed-00653_s2_n16.npz,
397,random_train,random,train,training-random-seed-00653,2,24,generated,20,198,480,282,198,mapf_lns2,episode_0000397_training-random-seed-00653_s2_n24.npz,
398,random_train,random,train,training-random-seed-00653,2,32,generated,20,325,640,315,325,mapf_lns2,episode_0000398_training-random-seed-00653_s2_n32.npz,
399,random_train,random,train,training-random-seed-00653,3,16,generated,27,124,432,308,124,mapf_lns2,episode_0000399_training-random-seed-00653_s3_n16.npz,
400,random_train,random,train,training-random-seed-00653,3,24,generated,27,189,648,459,189,mapf_lns2,episode_0000400_training-random-seed-00653_s3_n24.npz,
401,random_train,random,train,training-random-seed-00653,3,32,generated,27,313,864,551,313,mapf_lns2,episode_0000401_training-random-seed-00653_s3_n32.npz,
402,random_train,random,train,training-random-seed-00653,4,16,generated,14,142,224,82,142,mapf_lns2,episode_0000402_training-random-seed-00653_s4_n16.npz,
403,random_train,random,train,training-random-seed-00653,4,24,generated,22,241,528,287,241,mapf_lns2,episode_0000403_training-random-seed-00653_s4_n24.npz,
404,random_train,random,train,training-random-seed-00653,4,32,generated,24,355,768,413,355,mapf_lns2,episode_0000404_training-random-seed-00653_s4_n32.npz,
405,random_train,random,train,training-random-seed-00653,5,16,generated,17,132,272,140,132,mapf_lns2,episode_0000405_training-random-seed-00653_s5_n16.npz,
406,random_train,random,train,training-random-seed-00653,5,24,generated,15,217,360,143,217,mapf_lns2,episode_0000406_training-random-seed-00653_s5_n24.npz,
407,random_train,random,train,training-random-seed-00653,5,32,generated,16,290,512,222,290,mapf_lns2,episode_0000407_training-random-seed-00653_s5_n32.npz,
408,random_train,random,train,training-random-seed-00653,6,16,generated,15,120,240,120,120,mapf_lns2,episode_0000408_training-random-seed-00653_s6_n16.npz,
409,random_train,random,train,training-random-seed-00653,6,24,generated,27,218,648,430,218,mapf_lns2,episode_0000409_training-random-seed-00653_s6_n24.npz,
410,random_train,random,train,training-random-seed-00653,6,32,generated,27,269,864,595,269,mapf_lns2,episode_0000410_training-random-seed-00653_s6_n32.npz,
411,random_train,random,train,training-random-seed-00653,7,16,generated,21,153,336,183,153,mapf_lns2,episode_0000411_training-random-seed-00653_s7_n16.npz,
412,random_train,random,train,training-random-seed-00653,7,24,generated,21,262,504,242,262,mapf_lns2,episode_0000412_training-random-seed-00653_s7_n24.npz,
413,random_train,random,train,training-random-seed-00653,7,32,generated,21,333,672,339,333,mapf_lns2,episode_0000413_training-random-seed-00653_s7_n32.npz,
414,random_train,random,train,training-random-seed-00653,8,16,failed,0,0,0,0,0,mapf_lns2,,"MAPF-LNS2 failed (0): InitLNS(PP): runtime = 9.99983, iterations = 93420, colliding pairs = 1, initial colliding pairs = 5, solution cost = 129, initial solution cost = 118, failed iterations = 7225
Failed to find an initial solution in 10.0014 seconds after  0 restarts"
415,random_train,random,train,training-random-seed-00653,8,24,failed,0,0,0,0,0,mapf_lns2,,"MAPF-LNS2 failed (0): InitLNS(PP): runtime = 9.99982, iterations = 78884, colliding pairs = 1, initial colliding pairs = 9, solution cost = 218, initial solution cost = 185, failed iterations = 5574
Failed to find an initial solution in 10.0014 seconds after  0 restarts"
416,random_train,random,train,training-random-seed-00653,8,32,failed,0,0,0,0,0,mapf_lns2,,"MAPF-LNS2 failed (0): InitLNS(PP): runtime = 9.99984, iterations = 77624, colliding pairs = 1, initial colliding pairs = 13, solution cost = 326, initial solution cost = 286, failed iterations = 5728
Failed to find an initial solution in 10.0014 seconds after  0 restarts"
417,random_train,random,train,training-random-seed-00653,9,16,generated,16,106,256,150,106,mapf_lns2,episode_0000417_training-random-seed-00653_s9_n16.npz,
418,random_train,random,train,training-random-seed-00653,9,24,generated,16,179,384,205,179,mapf_lns2,episode_0000418_training-random-seed-00653_s9_n24.npz,
419,random_train,random,train,training-random-seed-00653,9,32,generated,16,250,512,262,250,mapf_lns2,episode_0000419_training-random-seed-00653_s9_n32.npz,
420,random_train,random,train,training-random-seed-00654,0,16,generated,22,146,352,206,146,mapf_lns2,episode_0000420_training-random-seed-00654_s0_n16.npz,
421,random_train,random,train,training-random-seed-00654,0,24,generated,22,211,528,317,211,mapf_lns2,episode_0000421_training-random-seed-00654_s0_n24.npz,
422,random_train,random,train,training-random-seed-00654,0,32,failed,0,0,0,0,0,mapf_lns2,,"MAPF-LNS2 failed (0): InitLNS(PP): runtime = 9.99987, iterations = 139320, colliding pairs = 1, initial colliding pairs = 9, solution cost = 253, initial solution cost = 228, failed iterations = 8996
Failed to find an initial solution in 10.002 seconds after  0 restarts"
423,random_train,random,train,training-random-seed-00654,1,16,generated,21,89,336,247,89,mapf_lns2,episode_0000423_training-random-seed-00654_s1_n16.npz,
424,random_train,random,train,training-random-seed-00654,1,24,generated,21,124,504,380,124,mapf_lns2,episode_0000424_training-random-seed-00654_s1_n24.npz,
425,random_train,random,train,training-random-seed-00654,1,32,generated,21,175,672,497,175,mapf_lns2,episode_0000425_training-random-seed-00654_s1_n32.npz,
426,random_train,random,train,training-random-seed-00654,2,16,generated,22,97,352,255,97,mapf_lns2,episode_0000426_training-random-seed-00654_s2_n16.npz,
427,random_train,random,train,training-random-seed-00654,2,24,generated,24,171,576,405,171,mapf_lns2,episode_0000427_training-random-seed-00654_s2_n24.npz,
428,random_train,random,train,training-random-seed-00654,2,32,generated,28,305,896,591,305,mapf_lns2,episode_0000428_training-random-seed-00654_s2_n32.npz,
429,random_train,random,train,training-random-seed-00654,3,16,generated,22,74,352,278,74,mapf_lns2,episode_0000429_training-random-seed-00654_s3_n16.npz,
430,random_train,random,train,training-random-seed-00654,3,24,generated,25,142,600,458,142,mapf_lns2,episode_0000430_training-random-seed-00654_s3_n24.npz,
431,random_train,random,train,training-random-seed-00654,3,32,generated,25,190,800,610,190,mapf_lns2,episode_0000431_training-random-seed-00654_s3_n32.npz,
432,random_train,random,train,training-random-seed-00654,4,16,generated,23,135,368,233,135,mapf_lns2,episode_0000432_training-random-seed-00654_s4_n16.npz,
433,random_train,random,train,training-random-seed-00654,4,24,failed,0,0,0,0,0,mapf_lns2,,"MAPF-LNS2 failed (0): InitLNS(PP): runtime = 9.99995, iterations = 110207, colliding pairs = 1, initial colliding pairs = 7, solution cost = 236, initial solution cost = 201, failed iterations = 10130
Failed to find an initial solution in 10.0014 seconds after  0 restarts"
434,random_train,random,train,training-random-seed-00654,4,32,failed,0,0,0,0,0,mapf_lns2,,"MAPF-LNS2 failed (0): InitLNS(PP): runtime = 9.99961, iterations = 116704, colliding pairs = 1, initial colliding pairs = 7, solution cost = 287, initial solution cost = 245, failed iterations = 9942
Failed to find an initial solution in 10.0015 seconds after  0 restarts"
435,random_train,random,train,training-random-seed-00654,5,16,generated,24,111,384,273,111,mapf_lns2,episode_0000435_training-random-seed-00654_s5_n16.npz,
436,random_train,random,train,training-random-seed-00654,5,24,generated,24,210,576,366,210,mapf_lns2,episode_0000436_training-random-seed-00654_s5_n24.npz,
437,random_train,random,train,training-random-seed-00654,5,32,generated,24,288,768,480,288,mapf_lns2,episode_0000437_training-random-seed-00654_s5_n32.npz,
438,random_train,random,train,training-random-seed-00654,6,16,generated,18,84,288,204,84,mapf_lns2,episode_0000438_training-random-seed-00654_s6_n16.npz,
439,random_train,random,train,training-random-seed-00654,6,24,generated,18,145,432,287,145,mapf_lns2,episode_0000439_training-random-seed-00654_s6_n24.npz,
440,random_train,random,train,training-random-seed-00654,6,32,generated,18,190,576,386,190,mapf_lns2,episode_0000440_training-random-seed-00654_s6_n32.npz,
441,random_train,random,train,training-random-seed-00654,7,16,generated,22,106,352,246,106,mapf_lns2,episode_0000441_training-random-seed-00654_s7_n16.npz,
442,random_train,random,train,training-random-seed-00654,7,24,generated,22,150,528,378,150,mapf_lns2,episode_0000442_training-random-seed-00654_s7_n24.npz,
443,random_train,random,train,training-random-seed-00654,7,32,generated,23,210,736,526,210,mapf_lns2,episode_0000443_training-random-seed-00654_s7_n32.npz,
444,random_train,random,train,training-random-seed-00654,8,16,generated,20,107,320,213,107,mapf_lns2,episode_0000444_training-random-seed-00654_s8_n16.npz,
445,random_train,random,train,training-random-seed-00654,8,24,failed,0,0,0,0,0,mapf_lns2,,"MAPF-LNS2 failed (0): InitLNS(PP): runtime = 9.99994, iterations = 107157, colliding pairs = 1, initial colliding pairs = 7, solution cost = 201, initial solution cost = 187, failed iterations = 61068
Failed to find an initial solution in 10.0018 seconds after  0 restarts"
446,random_train,random,train,training-random-seed-00654,8,32,failed,0,0,0,0,0,mapf_lns2,,"MAPF-LNS2 failed (0): InitLNS(PP): runtime = 9.99989, iterations = 102649, colliding pairs = 1, initial colliding pairs = 12, solution cost = 270, initial solution cost = 226, failed iterations = 61346
Failed to find an initial solution in 10.0016 seconds after  0 restarts"
447,random_train,random,train,training-random-seed-00654,9,16,generated,16,106,256,150,106,mapf_lns2,episode_0000447_training-random-seed-00654_s9_n16.npz,
448,random_train,random,train,training-random-seed-00654,9,24,generated,19,182,456,274,182,mapf_lns2,episode_0000448_training-random-seed-00654_s9_n24.npz,
449,random_train,random,train,training-random-seed-00654,9,32,failed,0,0,0,0,0,mapf_lns2,,"MAPF-LNS2 failed (0): InitLNS(PP): runtime = 9.99984, iterations = 114968, colliding pairs = 1, initial colliding pairs = 14, solution cost = 327, initial solution cost = 207, failed iterations = 11052
Failed to find an initial solution in 10.0019 seconds after  0 restarts"
450,random_train,random,train,training-random-seed-00655,0,16,generated,32,220,512,292,220,mapf_lns2,episode_0000450_training-random-seed-00655_s0_n16.npz,
451,random_train,random,train,training-random-seed-00655,0,24,generated,32,350,768,418,350,mapf_lns2,episode_0000451_training-random-seed-00655_s0_n24.npz,
452,random_train,random,train,training-random-seed-00655,0,32,generated,30,440,960,520,440,mapf_lns2,episode_0000452_training-random-seed-00655_s0_n32.npz,
453,random_train,random,train,training-random-seed-00655,1,16,generated,31,276,496,220,276,mapf_lns2,episode_0000453_training-random-seed-00655_s1_n16.npz,
454,random_train,random,train,training-random-seed-00655,1,24,generated,31,400,744,344,400,mapf_lns2,episode_0000454_training-random-seed-00655_s1_n24.npz,
455,random_train,random,train,training-random-seed-00655,1,32,generated,33,532,1056,524,532,mapf_lns2,episode_0000455_training-random-seed-00655_s1_n32.npz,
456,random_train,random,train,training-random-seed-00655,2,16,generated,22,146,352,206,146,mapf_lns2,episode_0000456_training-random-seed-00655_s2_n16.npz,
457,random_train,random,train,training-random-seed-00655,2,24,generated,36,257,864,607,257,mapf_lns2,episode_0000457_training-random-seed-00655_s2_n24.npz,
458,random_train,random,train,training-random-seed-00655,2,32,generated,38,361,1216,855,361,mapf_lns2,episode_0000458_training-random-seed-00655_s2_n32.npz,
459,random_train,random,train,training-random-seed-00655,3,16,generated,29,241,464,223,241,mapf_lns2,episode_0000459_training-random-seed-00655_s3_n16.npz,
460,random_train,random,train,training-random-seed-00655,3,24,generated,31,331,744,413,331,mapf_lns2,episode_0000460_training-random-seed-00655_s3_n24.npz,
461,random_train,random,train,training-random-seed-00655,3,32,generated,31,467,992,525,467,mapf_lns2,episode_0000461_training-random-seed-00655_s3_n32.npz,
462,random_train,random,train,training-random-seed-00655,4,16,generated,22,209,352,143,209,mapf_lns2,episode_0000462_training-random-seed-00655_s4_n16.npz,
463,random_train,random,train,training-random-seed-00655,4,24,generated,31,345,744,399,345,mapf_lns2,episode_0000463_training-random-seed-00655_s4_n24.npz,
464,random_train,random,train,training-random-seed-00655,4,32,generated,31,511,992,481,511,mapf_lns2,episode_0000464_training-random-seed-00655_s4_n32.npz,
465,random_train,random,train,training-random-seed-00655,5,16,generated,31,221,496,275,221,mapf_lns2,episode_0000465_training-random-seed-00655_s5_n16.npz,
466,random_train,random,train,training-random-seed-00655,5,24,generated,31,389,744,355,389,mapf_lns2,episode_0000466_training-random-seed-00655_s5_n24.npz,
467,random_train,random,train,training-random-seed-00655,5,32,generated,33,503,1056,553,503,mapf_lns2,episode_0000467_training-random-seed-00655_s5_n32.npz,
468,random_train,random,train,training-random-seed-00655,6,16,generated,20,178,320,142,178,mapf_lns2,episode_0000468_training-random-seed-00655_s6_n16.npz,
469,random_train,random,train,training-random-seed-00655,6,24,generated,27,318,648,330,318,mapf_lns2,episode_0000469_training-random-seed-00655_s6_n24.npz,
470,random_train,random,train,training-random-seed-00655,6,32,generated,26,469,832,363,469,mapf_lns2,episode_0000470_training-random-seed-00655_s6_n32.npz,
471,random_train,random,train,training-random-seed-00655,7,16,generated,33,270,528,258,270,mapf_lns2,episode_0000471_training-random-seed-00655_s7_n16.npz,
472,random_train,random,train,training-random-seed-00655,7,24,generated,33,446,792,346,446,mapf_lns2,episode_0000472_training-random-seed-00655_s7_n24.npz,
473,random_train,random,train,training-random-seed-00655,7,32,generated,33,564,1056,492,564,mapf_lns2,episode_0000473_training-random-seed-00655_s7_n32.npz,
474,random_train,random,train,training-random-seed-00655,8,16,generated,22,192,352,160,192,mapf_lns2,episode_0000474_training-random-seed-00655_s8_n16.npz,
475,random_train,random,train,training-random-seed-00655,8,24,generated,30,325,720,395,325,mapf_lns2,episode_0000475_training-random-seed-00655_s8_n24.npz,
476,random_train,random,train,training-random-seed-00655,8,32,generated,30,448,960,512,448,mapf_lns2,episode_0000476_training-random-seed-00655_s8_n32.npz,
477,random_train,random,train,training-random-seed-00655,9,16,generated,29,236,464,228,236,mapf_lns2,episode_0000477_training-random-seed-00655_s9_n16.npz,
478,random_train,random,train,training-random-seed-00655,9,24,generated,30,394,720,326,394,mapf_lns2,episode_0000478_training-random-seed-00655_s9_n24.npz,
479,random_train,random,train,training-random-seed-00655,9,32,generated,32,543,1024,481,543,mapf_lns2,episode_0000479_training-random-seed-00655_s9_n32.npz,
480,random_train,random,train,training-random-seed-00656,0,16,failed,0,0,0,0,0,mapf_lns2,,"MAPF-LNS2 failed (0): InitLNS(PP): runtime = 9.99978, iterations = 131456, colliding pairs = 1, initial colliding pairs = 1, solution cost = 102, initial solution cost = 99, failed iterations = 124
Failed to find an initial solution in 10.0014 seconds after  0 restarts"
